,v001,v002,response,v4,v5,v14,v29,v120,v123,v173,v174,v175,v176,v177,v180,v181,v182,v183,v185,v191,v192,v196,v197,v198,v200,v178_Certified,v178_EmailInexistent,v178_ValidDomain,v178_Verified,v178_nan,v184_Data Entry Review,v184_Lower Fraud Risk,v184_Lower+Fraud+Risk,v184_Moderate Fraud Risk,v184_Moderate+Fraud+Risk,v184_nan,v186_Fraud Score 1 to 100,v186_Fraud Score 101 to 300,v186_Fraud Score 301 to 600,v186_Fraud Score 601 to 799,v186_Fraud+Score+101+to+300,v186_Fraud+Score+301+to+600,v186_nan,v193_No,v193_Not Sure,v193_Not+Sure,v193_Yes,v193_nan,v194_Yes,v194_nan,v195_Low,v195_Moderate,v195_nan,v199_Moderate,v199_nan,v201_Moderate By Proxy Reputation And Country Code,v201_Moderate Risk,v201_Moderate+By+Proxy+Reputation+And+Country+Code,v201_nan,v202_Good,v202_nan,v203_No,v203_nan,v204_business,v204_cellular,v204_college,v204_dialup,v204_mobile,v204_residential,v204_wifi,v204_wired,v204_nan,v172.1_N,v172.1_P,v172.1_U,v172.1_Y,v172.1_nan
0,0.287019429,0.067019671,-0.474759755,-0.423514123,-0.502711587,-0.43971524,-0.766400425,-0.230595936,-0.157345541,0.097698253,-0.158879861,0.198905233,-0.275390608,0.004697388,0.361121147,-0.222790527,0.702645802,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,13.85640646,-0.313290253,-0.03601412,-0.03601412,-0.460359562,-0.513324902,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
1,-0.139094031,-1.071893234,2.106328492,-0.669199583,-0.502711587,-0.666698054,-0.766400425,-0.230595936,-0.157345541,0.097698253,-0.155920462,0.202951016,-0.275390608,0.016036504,0.361121147,-0.222790527,0.702645802,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,-0.313290253,-0.03601412,-0.03601412,-0.460359562,1.948083945,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
2,-0.139094031,2.588898247,-0.474759755,0.552637886,0.457915505,0.594047435,1.123658468,-0.230595936,-0.42549291,0.097698253,-0.090813683,0.20528723,-0.275390608,0.02258417,-1.721370908,-0.222790527,-1.141220981,-1.489683891,-1.699399858,-0.193995898,-0.193995898,8.729261137,8.729261137,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,2.637946718,-0.03601412,-1.124246245,-0.17912443,-0.621286093,-0.2179216,3.384023183,-1.124246245,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,8.729261137,-1.559202075,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,-0.313290253,-0.03601412,-0.03601412,-0.460359562,1.948083945,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
3,-0.139094031,-1.153244156,-0.474759755,-0.259723817,-0.502711587,-0.254925818,-0.402927561,0.445643618,-0.157345541,0.988512593,-1.048179274,0.171409571,-0.245912914,-0.072364094,0.324099066,-0.222790527,0.702645802,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,3.191928226,-0.03601412,-0.03601412,-0.460359562,-0.513324902,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
4,-0.139094031,-1.071893234,2.106328492,-0.259723817,-0.502711587,-0.254925818,-0.402927561,-0.230595936,-0.42549291,-1.364256675,1.308982065,0.114645877,-0.189063076,-0.231454656,0.361121147,-0.222790527,-1.602187677,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,3.191928226,-0.03601412,-0.03601412,-0.460359562,-0.513324902,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
5,-0.139094031,0.717827046,-0.474759755,-0.123231895,-0.502711587,0.087992699,1.850604196,1.121883173,2.65820183,0.876291286,-0.934242411,-2.9843847,2.912411416,-0.095511257,-3.35959799,-0.222790527,-0.910737633,-1.489683891,-3.739736857,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,2.637946718,-0.03601412,-1.124246245,-0.17912443,-0.621286093,4.588806256,-0.29550625,-1.124246245,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,-0.313290253,-0.03601412,-0.03601412,-0.460359562,1.948083945,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
6,0.073962699,-0.583787703,2.106328492,2.915629719,4.300423873,2.5310031,1.923298769,0.107523841,0.244875512,-0.90028959,0.842876716,-0.127133668,0.053075122,-0.100229187,-0.036866224,-0.222790527,0.702645802,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,-0.313290253,-0.03601412,-0.03601412,-0.460359562,1.948083945,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
7,0.073962699,-0.42108586,2.106328492,-0.60149959,-0.502711587,-0.475178504,-0.475622134,-0.061536048,-0.157345541,0.988512593,-1.048179274,0.203059187,-0.275390608,0.016339604,0.361121147,-0.222790527,0.702645802,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,-0.313290253,-0.03601412,-0.03601412,-0.460359562,1.948083945,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
8,0.073962699,-0.095682172,-0.474759755,-0.259723817,-0.502711587,-0.254925818,1.196353041,-0.230595936,-0.157345541,-1.364256675,1.308982065,0.203058309,-0.275390608,0.016337075,0.361121147,-0.222790527,-1.602187677,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,-0.313290253,-0.03601412,-0.03601412,-0.460359562,1.948083945,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
9,0.073962699,-1.071893234,-0.474759755,-0.259723817,-0.502711587,-0.254925818,-0.475622134,-0.399655825,-0.023271857,-0.90028959,0.842876716,0.203285914,-0.275390608,0.016975047,0.361121147,-0.222790527,0.702645802,0.148543978,0.340937141,-0.193995898,-0.193995898,-0.114557233,-0.114557233,0,0.06245935,-0.050964719,-0.072168784,-0.221162934,0.706419936,-0.621286093,-0.072168784,-0.379082714,-0.03601412,0.889484848,-0.17912443,-0.621286093,-0.2179216,-0.29550625,0.889484848,-0.072168784,-0.03601412,-0.17912443,-0.621286093,-0.072168784,-0.211317153,-0.06245935,0.702303477,-0.621286093,0.621286093,-0.621286093,-0.114557233,0.641353687,-0.621286093,0.621286093,-0.621286093,0.677759012,-0.06245935,-0.182940433,-0.621286093,0.621286093,-0.621286093,0.621286093,-0.621286093,-0.072168784,-0.313290253,-0.03601412,-0.03601412,-0.460359562,1.948083945,-0.476807081,-0.230664264,-0.62930255,-0.095657341,-0.095657341,0.673691799,-0.125656172,-0.621286093
